rank,status,reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
303,not_an_operator,gate3:vacation_rental_listing,"4 Bedroom Northstar World Class Mountain Resort - Ski, Hike, Bike, Wi-Fi!",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJNfyeDolhmYARE0WuN6ksP7w,https://maps.google.com/?cid=13564609707958486291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
304,not_an_operator,gate3:vacation_rental_listing,4 Mi to Diamond Peak Ski Resort Gem with Hot Tub - Vacation Home,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJI0DFtKx6mYARtDuKes4BO2k,https://maps.google.com/?cid=7582656383939132340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
305,not_an_operator,gate3:vacation_rental_listing,4 Mi to Diamond Peak Ski Resort: Gem w/ Hot Tub - House (6 Bedrooms),,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJVQTQtKx6mYARedVIyFE78lw,https://maps.google.com/?cid=6697480818291955065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
306,not_an_operator,gate3:vacation_rental_listing,4 Mi to Downhill Ski Resort! Spacious Family Haven,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJxbLObY_gm4ARcWWOZj_Y9Bg,https://maps.google.com/?cid=1798299918042817905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
307,not_an_operator,gate3:vacation_rental_listing,4 Mi to Downhill Ski Resort! Spacious Family Haven,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJxbLObY_gm4ARaKGF7xdtg8Q,https://maps.google.com/?cid=14160281602953159016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
308,not_an_operator,gate3:vacation_rental_listing,4 Mi to Downhill Ski Resort! Spacious Family Haven,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJxbLObY_gm4ARbEzdf-ZYDbw,https://maps.google.com/?cid=13550584600838622316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
309,not_an_operator,gate3:vacation_rental_listing,4 Mi to Downhill Ski Resort! Spacious Family Haven,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJxbLObY_gm4ARjhUfzE79vG4,https://maps.google.com/?cid=7979531154667541902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
310,not_an_operator,gate3:vacation_rental_listing,4 Mi to Ski Mt Rose Sleek Reno-Lake Tahoe Home - Vacation Home,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ6R2MGxVsmYARtT2JGmcM9ds,https://maps.google.com/?cid=15849588100566695349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
311,not_an_operator,gate3:vacation_rental_listing,4 Mi to Ski Mt Rose: Sleek Reno-Lake Tahoe Home,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ6R2MGxVsmYARzARwBkrojAI,https://maps.google.com/?cid=183777089448576204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
312,not_an_operator,gate3:vacation_rental_listing,4 Mi to Ski Mt Rose: Sleek Reno-lake Tahoe Home - House (5 Bedrooms),,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ6R2MGxVsmYARDsxwPsTCohE,https://maps.google.com/?cid=1270792192988859406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
313,not_an_operator,gate3:vacation_rental_listing,4 Mi to Skiing: Truckee Escape w/ Deck,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJw8ABoynem4ARKJwSsDcTi2Q,https://maps.google.com/?cid=7244905555453713448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
314,not_an_operator,gate3:vacation_rental_listing,"4-Season Tahoe Hideaway Ski, Swim and Bike! - Holiday Home",,Lodging,lodging,OPERATIONAL,,0,true,cycling,bike rental,core,standard,covered_tile,0,operator,,,,,ChIJnbqGwuCNmYARqwWKuiIJcEM,https://maps.google.com/?cid=4859394042695910827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
315,not_an_operator,gate3:vacation_rental_listing,4081 Ski Trails,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ90uB4TZimYARdHk4gjPmZ7E,https://maps.google.com/?cid=12783439176216902004&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
316,not_an_operator,gate3:vacation_rental_listing,5 Mi to Skiing! Family Getaway Near Donner Lake,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJzw7Uanznm4ARjBDlRVb99eI,https://maps.google.com/?cid=16354256168847478924&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
317,not_an_operator,gate3:vacation_rental_listing,"5 mins to Ski Resort | Ping Pong, Pool Table, Deck | Donner Ridge by AvantStay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJuf1vYUvnm4ARyBGsdQt1kes,https://maps.google.com/?cid=16974477162615411144&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
318,not_an_operator,gate3:vacation_rental_listing,5 mins to Ski Resort Ping Pong Pool Table Deck Donner Ridge by AvantStay - Four-Bedroom House,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJuf1vYUvnm4ARVFcQGXC0Mtw,https://maps.google.com/?cid=15866942830729516884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
319,not_an_operator,gate3:vacation_rental_listing,"5 Mins to Ski Resort Ping Pong, Pool Table, Deck Donner Ridge by Avantstay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJQW_rY0vnm4ARWGfKLDeiN90,https://maps.google.com/?cid=15940387763959523160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
320,not_an_operator,gate3:vacation_rental_listing,"5 Mins to Ski Resort Ping Pong, Pool Table, Deck Donner Ridge by Avantstay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJuf1vYUvnm4ARoCgt7ARKsjc,https://maps.google.com/?cid=4013351602943240352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
321,not_an_operator,gate3:vacation_rental_listing,"5 Mins to Ski Resort Ping Pong, Pool Table, Deck Donner Ridge by Avantstay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJodpFMkvnm4ARSKs8OT8Zl7E,https://maps.google.com/?cid=12796724625530465096&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
322,not_an_operator,gate3:vacation_rental_listing,"5 Mins to Ski Resort w/ Ping Pong, Pool Table & Deck | Donner Ridge by AvantStay",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJuf1vYUvnm4ARYPcZrB69KJo,https://maps.google.com/?cid=11108336420343379808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
323,not_an_operator,gate3:vacation_rental_listing,5 mins to Ski Resort! Warm & Cozy Squaw Valley Condo,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJK7CxGDXYm4ARLwR8I7uO9S0,https://maps.google.com/?cid=3311710035406226479&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
324,not_an_operator,gate3:vacation_rental_listing,"5 star, sleds snowshoes to use, trails, early checkin /late checkout if available",,Lodging,lodging,OPERATIONAL,,0,true,snow-tube; snowshoe,sled rental; snowshoe rental,core; experience,standard,covered_tile,0,operator,,,,,ChIJaUVeWilnmYARBMZbCBAUs0s,https://maps.google.com/?cid=5454725632768067076&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
325,not_an_operator,gate3:vacation_rental_listing,5BDR winter getaway with amazing views. Only 30 miles to ski resorts,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJT8-njudHmYAR6Ckjk20Eq9I,https://maps.google.com/?cid=15180231837648890344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
326,not_an_operator,gate3:vacation_rental_listing,5BDR winter getaway with amazing views. Only 30 miles to ski resorts,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJAUzbiOZHmYARNXqRwHM6Va8,https://maps.google.com/?cid=12634068598484204085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
327,not_an_operator,gate3:vacation_rental_listing,"5br, 3000ft - Tahoe Ski Lease - Large 4 /5 Bedroom Home PLUS Full Guest Apartment",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ38R2Y9xkmYARTi_-tA0ol0k,https://maps.google.com/?cid=5302751125588291406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
328,not_an_operator,gate3:vacation_rental_listing,"5br, 3000ft - Tahoe Ski Lease - Large 4/5 Bedroom Home PLUS Full Guest Apartment",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ6e92Y9xkmYARmJEg1wAsohI,https://maps.google.com/?cid=1342684021030687128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
329,not_an_operator,gate3:vacation_rental_listing,6 Mi to Ski Slopes! Family Tahoe Cabin w/ 3 Decks,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJazJ-fWJjmYARODiot12uhfA,https://maps.google.com/?cid=17331450458541668408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
330,not_an_operator,gate3:vacation_rental_listing,6 Mi to Ski Slopes! Family Tahoe Cabin w/ 3 Decks,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJW6im7Z5kmYARR8LzRvd5ifQ,https://maps.google.com/?cid=17620749120018039367&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
331,not_an_operator,gate3:vacation_rental_listing,6 Mi to Ski Slopes! Family Tahoe Cabin w/ 3 Decks,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJW6im7Z5kmYARuwstO5moh9c,https://maps.google.com/?cid=15530567216086715323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
332,not_an_operator,gate3:vacation_rental_listing,716 | 2BD Ski In/Out Basecamp with W/D + Tubs,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARwHHoSzt6lbM,https://maps.google.com/?cid=12940383499414172096&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
333,not_an_operator,gate3:vacation_rental_listing,"7BR Summer Oasis: Bikes, SUPs & Walk to Lake!",,Lodging,lodging,OPERATIONAL,,0,true,cycling,bike rental,core,standard,covered_tile,0,operator,,,,,ChIJcdq8EUxjmYAR9ycSbN7NCSo,https://maps.google.com/?cid=3029178579562932215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
334,not_an_operator,gate3:vacation_rental_listing,801 | Modern 2BD - Ski-In/Out just Park n’ Play!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARFzzf6Qvd4J8,https://maps.google.com/?cid=11520450890051828759&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
335,not_an_operator,gate3:vacation_rental_listing,A South Lake Tahoe Mountain Getaway and Ski Lodge!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJo8uqUwaamYARfN3MA_KS5-c,https://maps.google.com/?cid=16710486510525013372&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
336,not_an_operator,gate3:vacation_rental_listing,Adorable & stylish ski-in-ski-out condo with fireplace,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJPdLB_DZimYARIg8BrtmGGZE,https://maps.google.com/?cid=10455536279402647330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
337,not_an_operator,gate3:vacation_rental_listing,Adorable & stylish ski-in-ski-out condo with fireplace,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJPdLB_DZimYARyn5uv9q9H_M,https://maps.google.com/?cid=17518929822706728650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
338,not_an_operator,gate3:vacation_rental_listing,Adorable stylish ski-in /out condo with fireplace,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJu17q_DZimYARLynSXSjIXeM,https://maps.google.com/?cid=16383471095142033711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
339,not_an_operator,gate3:vacation_rental_listing,Affordable Luxury-Fastest Wifi Available-Winter Fun with Sled Run,,Lodging,lodging,OPERATIONAL,,0,false,snow-tube,sled rental,experience,standard,covered_tile,0,operator,,,,,ChIJie_kbIt_mYAR7gBMye_L-R0,https://maps.google.com/?cid=2159981727035687150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
340,not_an_operator,gate3:vacation_rental_listing,"AL Unit 3 - NEWLY Renovated room - Walk to Ski, Shop, Relax! - One-Bedroom Apartment",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJrwvw63OQmYAR0Y_HgGTmeCY,https://maps.google.com/?cid=2772218889978220497&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
341,not_an_operator,gate3:vacation_rental_listing,"Aloha Cabin: Best Backyard Sledding Hill, Snowplay and Family and Group Friendly",,Lodging,lodging,OPERATIONAL,,0,false,snow-tube,sled rental,experience,standard,covered_tile,0,operator,,,,,ChIJvVoEPr3gm4ARBFRWXZU192g,https://maps.google.com/?cid=7563573014824375300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
342,not_an_operator,gate3:vacation_rental_listing,Alpen Glow | Ski-In/Ski-Out Luxury Retreat,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ4yRt_jhimYARaePS77yXhsU,https://maps.google.com/?cid=14233230510084252521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
343,not_an_operator,gate3:vacation_rental_listing,Alpine Adventure- Shuttle to Ski Lifts- Hot Tub- Pet Friendly - Five-Bedroom House,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJATEYOVrXm4ARDDKk8E_IRm8,https://maps.google.com/?cid=8018316432245010956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
344,not_an_operator,gate3:vacation_rental_listing,Alpine Bay by AvantStay | 5mins To Diamond Peak Skiing w/ Expansive Deck,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJGa0h3uVvmYARrlIQHwExPRU,https://maps.google.com/?cid=1530433329261728430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
345,not_an_operator,gate3:vacation_rental_listing,Alpine Bay by Avantstay 5mins To Diamond Peak Skiing w/ Expansive Deck,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJAWA0heZvmYARC91vxLwhnQg,https://maps.google.com/?cid=620689418280230155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
346,not_an_operator,gate3:vacation_rental_listing,"Alpine Bliss- Stylish, Dog Friendly, Plus Seasonal Ski Shuttle",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJRTm0aHvXm4ARoQJf_9SpLWA,https://maps.google.com/?cid=6930382133875638945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
347,not_an_operator,gate3:vacation_rental_listing,"Alpine Escape (Room), near lake ski",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJUy3wGYZ9mYARohjQLFgDZOQ,https://maps.google.com/?cid=16457282615562475682&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
348,not_an_operator,gate3:vacation_rental_listing,Alpine Escape by Tahoe Getaways - Shuttle to Ski Slopes & Fireplace,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ8ayu8WPXm4ARmNkIDqWYaLM,https://maps.google.com/?cid=12927750565039495576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
349,not_an_operator,gate3:vacation_rental_listing,Alpine Meadows ski retreat ~ Sauna,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJnUz5EXzXm4AR-FGmWmPPpek,https://maps.google.com/?cid=16836090807624028664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
350,not_an_operator,gate3:vacation_rental_listing,Alpine Retreat Luxury Rental,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJvZnrxe7Xm4ARmAqOsL9hfu4,https://maps.google.com/?cid=17185280704021138072&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
351,not_an_operator,gate3:vacation_rental_listing,"Alpine Sierra at Schaffer's Mill, Club Amenities Ski & Golf, Lake Tahoe!",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ7ZeQ7n7fm4ARjH5jNPc88cM,https://maps.google.com/?cid=14119133339216739980&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
352,not_an_operator,gate3:vacation_rental_listing,Amazing location close to Heavenly available for ski season,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJywEavBWQmYARtVB1I0NJqGQ,https://maps.google.com/?cid=7253127752586711221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
353,not_an_operator,gate3:vacation_rental_listing,Amazing Ski-In/Ski-Out Everline Condo,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJoyC-wcXZm4AR5qwkfnZ4zRA,https://maps.google.com/?cid=1210756325150338278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
354,not_an_operator,gate3:vacation_rental_listing,Apres Ski on Sandy Way - Adventure-ready Palisades Home with Private Hot Tub,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJhd98LbnZm4AR9JzFQmZdo_c,https://maps.google.com/?cid=17844208842360331508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
355,not_an_operator,gate3:vacation_rental_listing,Apres with Me in Palisades Tahoe | Ski Shuttle,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJL2qooTXYm4AR8Wk-NZJsvcU,https://maps.google.com/?cid=14248664171284425201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
356,not_an_operator,gate3:vacation_rental_listing,Attention all skiers/snowborders. Looking for a great ski lease for this season?,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ6coYir-PmYARWBPh73rZaEw,https://maps.google.com/?cid=5505889666494174040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
357,not_an_operator,gate3:vacation_rental_listing,"Available for All Seasons; Sorry, No Ski Leases",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ1SbYwa32mYARAKJ7fkJDhk4,https://maps.google.com/?cid=5658283934706541056&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
358,not_an_operator,gate3:vacation_rental_listing,Base Camp G- Ski-in / Ski-out Condo in Tahoe Donner,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ5Y6du5fgm4ARM2PP3xKmTgs,https://maps.google.com/?cid=814771182595171123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
359,not_an_operator,gate3:vacation_rental_listing,Base Camp G- Ski-in / Ski-out Condo in Tahoe Donner,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJOQSeu5fgm4ARhbKUvBxKVZw,https://maps.google.com/?cid=11264991530220565125&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
360,not_an_operator,gate3:vacation_rental_listing,Beach and Skiing at Zephyr Cove house,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJcXkHxWibmYARy2XYCmBYczQ,https://maps.google.com/?cid=3779461681816036811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
361,not_an_operator,gate3:vacation_rental_listing,Beach and Skiing at Zephyr Cove House,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJdbBACGebmYARXq8c0_y4Wvc,https://maps.google.com/?cid=17823761871285301086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
362,not_an_operator,gate3:vacation_rental_listing,Beach-N-Ski Condo,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJMabJfstkmYARCjiPMwxgzn0,https://maps.google.com/?cid=9065288705464285194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
363,not_an_operator,gate3:vacation_rental_listing,Beachfront Ski Cabin,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJiylBRkRwmYARaQpGw_8R2G4,https://maps.google.com/?cid=7987153729332054633&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
